pincode,area,lat,lng,district,state,type
523279,Chinavenkannapalem,15.277,79.3569,Prakasam,Andhra Pradesh,unknown
523280,Madanur,15.5901,79.6183,Prakasam,Andhra Pradesh,unknown
523281,Darakanipadu,15.0885,79.8473,Prakasam,Andhra Pradesh,unknown
523286,Kothapatnam,15.4651,80.1537,Prakasam,Andhra Pradesh,unknown
523291,Chevuru,15.0046,80.009,Prakasam,Andhra Pradesh,unknown
523292,Bhimavaram,15.1368,79.9603,Prakasam,Andhra Pradesh,unknown
523301,Degaramudi,15.8431,79.9137,Prakasam,Andhra Pradesh,unknown
523302,Vellalacheruvu,16.1334,79.8865,Prakasam,Andhra Pradesh,unknown
523303,Elchuru,16.0813,79.9269,Prakasam,Andhra Pradesh,unknown
523304,Yerraobanapalem,15.8504,79.4107,Prakasam,Andhra Pradesh,unknown
523305,Ramapuram,15.8583,79.3648,Prakasam,Andhra Pradesh,unknown
523315,Kocherlakota,15.5381,79.2958,Prakasam,Andhra Pradesh,unknown
523316,Markapur Bazar,15.5381,79.2958,Prakasam,Andhra Pradesh,unknown
523320,Thangirallapalle,15.8611,79.2475,Prakasam,Andhra Pradesh,unknown
523326,Medepi,16.0145,79.5357,Prakasam,Andhra Pradesh,unknown
523327,Gangapalem,15.9879,79.3527,Prakasam,Andhra Pradesh,unknown
523328,Marrivemula,15.9882,79.5329,Prakasam,Andhra Pradesh,unknown
523329,Puchakayalapalle,15.8056,79.2391,Prakasam,Andhra Pradesh,unknown
523330,Viswanadhapuram,15.9591,79.3962,Prakasam,Andhra Pradesh,unknown
523331,Katakanipalle,15.8732,79.1358,Prakasam,Andhra Pradesh,unknown
523332,Bondalapadu,15.6272,79.1931,Prakasam,Andhra Pradesh,unknown
523333,Cumbum East,15.6219,79.076,Prakasam,Andhra Pradesh,unknown
523334,Mokshagundam,15.455,79.0718,Prakasam,Andhra Pradesh,unknown
523335,Narayanapalle,15.6677,78.9538,Prakasam,Andhra Pradesh,unknown
523336,Maddalamadaka,15.6565,79.0345,Prakasam,Andhra Pradesh,unknown
523346,Kothapeta,15.6213,79.5158,Prakasam,Andhra Pradesh,unknown
523356,Thaticherla,15.402,79.0064,Prakasam,Andhra Pradesh,unknown
523357,Narava,15.3573,78.9581,Prakasam,Andhra Pradesh,unknown
523367,Mundlapadu,15.3304,78.8994,Prakasam,Andhra Pradesh,unknown
523368,Racherla,15.463,78.9659,Prakasam,Andhra Pradesh,unknown
523369,Idamakallu,15.2899,78.9929,Prakasam,Andhra Pradesh,unknown
523370,Salakalaveedu,15.5798,79.1529,Prakasam,Andhra Pradesh,unknown
523371,Thummalacheruvu,15.7169,79.3124,Prakasam,Andhra Pradesh,unknown
523372,Akkapalle,15.5148,78.9617,Prakasam,Andhra Pradesh,unknown
523373,Yerramsettyvaripalle,15.2231,79.0655,Prakasam,Andhra Pradesh,unknown
524001,Trunk Road (Nellore),14.4655,79.9874,Nellore,Andhra Pradesh,unknown
524002,A.C.Nagar,14.4784,80.0347,Nellore,Andhra Pradesh,unknown
524003,Mulapeta,14.4268,79.7344,Nellore,Andhra Pradesh,unknown
524004,Vedayapalem,14.4082,79.9604,Nellore,Andhra Pradesh,unknown
524005,Polytechnic (Nellore),14.4685,79.9445,Nellore,Andhra Pradesh,unknown
524101,Malavyanagar,14.161,79.7781,Nellore,Andhra Pradesh,unknown
524121,Velagalaponnur,14.2839,79.8235,Nellore,Andhra Pradesh,unknown
524123,Venumbaka,13.7998,79.9063,Nellore,Andhra Pradesh,unknown
524124,Phase-Ii,13.641,80.1301,Nellore,Andhra Pradesh,unknown
524126,Beripeta,14.0329,80.0596,Nellore,Andhra Pradesh,unknown
524127,Chittamur,14.1609,79.9898,Nellore,Andhra Pradesh,unknown
524129,Akkagaripeta,14.4268,79.7344,Nellore,Andhra Pradesh,unknown
524131,Mannur,14.4268,79.7344,Nellore,Andhra Pradesh,unknown
524132,Venkatagiri Town,13.96,79.5803,Nellore,Andhra Pradesh,unknown
524134,Lingasamudram,14.1605,79.7024,Nellore,Andhra Pradesh,unknown
524137,Kovur,14.5005,79.9852,Nellore,Andhra Pradesh,unknown
524142,Akkarajuvari Kandriga,15.0296,79.7424,Nellore,Andhra Pradesh,unknown
524152,Ulavapalle,14.4268,79.7344,Nellore,Andhra Pradesh,unknown
524201,Kavali Cutchery,14.4268,79.7344,Nellore,Andhra Pradesh,unknown
524203,Alliguntapalem,14.9176,80.0257,Nellore,Andhra Pradesh,unknown
524221,Kothapeta,14.4268,79.7344,Nellore,Andhra Pradesh,unknown
524222,Rachavaripalli,14.8277,79.4962,Nellore,Andhra Pradesh,unknown
524223,Chinnakraka,14.8518,79.8459,Nellore,Andhra Pradesh,unknown
524224,Nagasamudram,14.8175,79.6599,Nellore,Andhra Pradesh,unknown
524225,Lakshmipuram,15.004,79.9691,Nellore,Andhra Pradesh,unknown
524226,Udayagiri (Nellore),14.8754,79.3086,Nellore,Andhra Pradesh,unknown
524227,Vempadu,15.0434,79.3993,Nellore,Andhra Pradesh,unknown
524228,Chandrapadia,14.6956,79.6003,Nellore,Andhra Pradesh,unknown
524230,Kampasamudram,14.7818,79.2478,Nellore,Andhra Pradesh,unknown
524234,Velpulagunta,14.7183,79.7739,Nellore,Andhra Pradesh,unknown
524236,Thurpuboyamadugula,15.0202,79.3283,Nellore,Andhra Pradesh,unknown
524239,Nekunampeta,15.0404,79.7183,Nellore,Andhra Pradesh,unknown
524240,Lingalapadu,14.7022,79.8647,Nellore,Andhra Pradesh,unknown
524301,Somasila,14.4998,79.3144,Nellore,Andhra Pradesh,unknown
524302,Bommavaram,14.4268,79.7344,Nellore,Andhra Pradesh,unknown
524303,Bandarupalli,13.9198,79.6244,Nellore,Andhra Pradesh,unknown
524304,Panugodu,14.4268,79.7344,Nellore,Andhra Pradesh,unknown
524305,Kattubadipalem,14.6514,79.8879,Nellore,Andhra Pradesh,unknown
524306,Padamatipalem,14.5671,79.7896,Nellore,Andhra Pradesh,unknown
524307,Nandavaram,14.7,79.4643,Nellore,Andhra Pradesh,unknown
524308,Dundigam,14.7008,79.7972,Nellore,Andhra Pradesh,unknown
524309,Vellanti,14.4807,79.8223,Nellore,Andhra Pradesh,unknown
524310,Ayyavaripalem,14.4268,79.7344,Nellore,Andhra Pradesh,unknown
524311,Eduru,14.3912,80.1243,Nellore,Andhra Pradesh,unknown
524312,Bheemavaram,14.4268,79.7344,Nellore,Andhra Pradesh,unknown
524313,Ramudupalem,14.4268,79.7344,Nellore,Andhra Pradesh,unknown
524314,Kothur Bit- II,14.4922,80.0763,Nellore,Andhra Pradesh,unknown
524315,Purini,14.6544,80.0853,Nellore,Andhra Pradesh,unknown
524316,Kodavaluru,14.5669,80.0034,Nellore,Andhra Pradesh,unknown
524317,Kothavangallu,14.6095,79.9332,Nellore,Andhra Pradesh,unknown
524318,Parlapalli,14.3508,79.7559,Nellore,Andhra Pradesh,unknown
524319,Naidupalem,14.2884,79.9301,Nellore,Andhra Pradesh,unknown
524320,Kakutur,14.3632,79.884,Nellore,Andhra Pradesh,unknown
524321,Survepalli,14.3143,79.9757,Nellore,Andhra Pradesh,unknown
524322,Apparaopalem,14.4268,79.7344,Nellore,Andhra Pradesh,unknown
524323,Pantapalem,14.2638,80.0475,Nellore,Andhra Pradesh,unknown
524341,Chittalur,14.4316,79.6097,Nellore,Andhra Pradesh,unknown
524342,Kollapanayunipalli,14.3863,79.5648,Nellore,Andhra Pradesh,unknown
524343,Chintalapalem,14.4585,79.385,Nellore,Andhra Pradesh,unknown
524344,Krishnapatnam,14.2887,80.1239,Nellore,Andhra Pradesh,unknown
524345,Yetur,14.4772,79.7644,Nellore,Andhra Pradesh,unknown
524346,Kalvelapalem,14.3537,80.0636,Nellore,Andhra Pradesh,unknown
524347,Ananthapuram,14.4205,79.7347,Nellore,Andhra Pradesh,unknown
524366,Ramannapalem,14.5375,80.0049,Nellore,Andhra Pradesh,unknown
524401,Ramapuram,14.3201,79.6747,Nellore,Andhra Pradesh,unknown
524402,Gurramkonda,14.0097,79.8219,Nellore,Andhra Pradesh,unknown
524403,Vallamedu,13.955,80.1158,Nellore,Andhra Pradesh,unknown
524404,Matumadugu,14.0293,79.6182,Nellore,Andhra Pradesh,unknown
524405,Madamanur,14.2276,79.8399,Nellore,Andhra Pradesh,unknown
524406,Kandali,14.1595,79.762,Nellore,Andhra Pradesh,unknown
524407,Marlapudi,14.196,79.626,Nellore,Andhra Pradesh,unknown
524408,Sanayapalem,14.3004,79.634,Nellore,Andhra Pradesh,unknown
524409,Duggunta,14.3155,79.6744,Nellore,Andhra Pradesh,unknown
524410,Budanam,14.0722,79.8891,Nellore,Andhra Pradesh,unknown
524411,Zarugumalli,14.7755,80.0637,Nellore,Andhra Pradesh,unknown
524412,Chillakur,14.1282,79.8638,Nellore,Andhra Pradesh,unknown
524413,Gudali,14.0167,80.0201,Nellore,Andhra Pradesh,unknown
524414,Thumaya,14.3107,79.4973,Nellore,Andhra Pradesh,unknown
524415,Nellipudi,14.0037,80.0832,Nellore,Andhra Pradesh,unknown
524421,Punnepalli,13.9517,79.8757,Nellore,Andhra Pradesh,unknown
530001,Visakhapatnam Port,17.7133,83.2808,Visakhapatnam,Andhra Pradesh,unknown
530002,D.C. Buildings,17.7106,83.3126,Visakhapatnam,Andhra Pradesh,unknown
530003,Chinawaltair,17.7133,83.2808,Visakhapatnam,Andhra Pradesh,unknown
530004,Waltair R S H.O,17.7167,83.2833,Visakhapatnam,Andhra Pradesh,unknown
530005,Nausenabagh,17.6587,83.2742,Visakhapatnam,Andhra Pradesh,unknown
530007,Industrial Estate (Visakhapatnam),17.7467,83.2621,Visakhapatnam,Andhra Pradesh,unknown
530008,Kancharapalem,17.7336,83.2717,Visakhapatnam,Andhra Pradesh,unknown
530009,N A D,17.7133,83.2808,Visakhapatnam,Andhra Pradesh,unknown
530011,Malkapuram,17.6852,83.2437,Visakhapatnam,Andhra Pradesh,unknown
530012,Autonagar,17.8817,83.3409,Visakhapatnam,Andhra Pradesh,unknown
530013,P & T Colony (VM),17.8817,83.3409,Visakhapatnam,Andhra Pradesh,unknown
530014,Naval Dock Yard,17.8817,83.3409,Visakhapatnam,Andhra Pradesh,unknown
530015,Zinc Smelter P,17.8817,83.3409,Visakhapatnam,Andhra Pradesh,unknown
530016,New Colony,17.8909,82.6924,Visakhapatnam,Andhra Pradesh,unknown
530017,L B Colony,17.8817,83.3409,Visakhapatnam,Andhra Pradesh,unknown
530018,Marripalem,17.8578,83.1259,Visakhapatnam,Andhra Pradesh,unknown
530020,VM Bus Station,17.8224,83.2437,Visakhapatnam,Andhra Pradesh,unknown
530022,Isakathota,17.8224,83.2437,Visakhapatnam,Andhra Pradesh,unknown
530024,Salagramapuram,17.8224,83.2437,Visakhapatnam,Andhra Pradesh,unknown
530026,Gajuwaka,17.7,83.2167,Visakhapatnam,Andhra Pradesh,unknown
530027,NSTL,17.9438,83.2727,Visakhapatnam,Andhra Pradesh,unknown
530028,Simhachalam Hills,17.7668,83.2499,Visakhapatnam,Andhra Pradesh,unknown
530029,Venkatapuram,17.7576,83.2066,Visakhapatnam,Andhra Pradesh,unknown
530031,Devada,17.8909,82.6924,Visakhapatnam,Andhra Pradesh,unknown
530032,Visakhapatnam Steel Project Townshi,17.8909,82.6924,Visakhapatnam,Andhra Pradesh,unknown
530040,Govt Dairy Farm,17.6454,83.001,Visakhapatnam,Andhra Pradesh,unknown
530041,Pothinamallayapalem,17.6454,83.001,Visakhapatnam,Andhra Pradesh,unknown
530043,Dayalnagar,17.6454,83.001,Visakhapatnam,Andhra Pradesh,unknown
530044,Nadupuru,17.8909,82.6924,Visakhapatnam,Andhra Pradesh,unknown
530045,Yendada,17.6454,83.001,Visakhapatnam,Andhra Pradesh,unknown
530046,Vadlapudi,17.8909,82.6924,Visakhapatnam,Andhra Pradesh,unknown
530047,Porlupalem,17.7742,83.1951,Visakhapatnam,Andhra Pradesh,unknown
530048,Madhurawada,17.8225,83.3639,Visakhapatnam,Andhra Pradesh,unknown
530049,Sez,17.7,83.1535,Visakhapatnam,Andhra Pradesh,unknown
530051,Sujatha Nagar,17.746,83.1726,Visakhapatnam,Andhra Pradesh,unknown
530052,Vemulavalasa,17.746,83.1726,Visakhapatnam,Andhra Pradesh,unknown
530053,Pedamadaka,17.746,83.1726,Visakhapatnam,Andhra Pradesh,unknown
531001,Gandhinagaram (Visakhapatnam),17.5315,82.6071,Visakhapatnam,Andhra Pradesh,unknown
531002,Amal College,17.5315,82.6071,Visakhapatnam,Andhra Pradesh,unknown
531011,Janguluru,17.5214,82.8462,Visakhapatnam,Andhra Pradesh,unknown
531019,Thadi,17.3144,82.533,Visakhapatnam,Andhra Pradesh,unknown
531020,Venkatapathipalem,17.8909,82.6924,Visakhapatnam,Andhra Pradesh,unknown
531021,Bharnikam,17.6283,83.0793,Visakhapatnam,Andhra Pradesh,unknown
531022,Mushidipalli,17.8571,83.0076,Visakhapatnam,Andhra Pradesh,unknown
531023,Duddupalem,17.7919,82.9927,Visakhapatnam,Andhra Pradesh,unknown
531024,Paderoo,18.0778,82.6604,Visakhapatnam,Andhra Pradesh,unknown
531025,Tattabanda,17.7145,82.8015,Visakhapatnam,Andhra Pradesh,unknown
531026,Kondempudi,17.8015,82.8458,Visakhapatnam,Andhra Pradesh,unknown
531027,Devapuram,17.9623,82.7846,Visakhapatnam,Andhra Pradesh,unknown
531028,Chintaluru,17.8538,82.4248,Visakhapatnam,Andhra Pradesh,unknown
531029,Nurmathi,18.0789,82.4405,Visakhapatnam,Andhra Pradesh,unknown
531030,Raivada,17.9931,82.9721,Visakhapatnam,Andhra Pradesh,unknown
531031,Kannurupalem,17.6339,82.8198,Visakhapatnam,Andhra Pradesh,unknown
531032,Maruturu,17.8909,82.6924,Visakhapatnam,Andhra Pradesh,unknown
531033,Nagavaram,17.8909,82.6924,Visakhapatnam,Andhra Pradesh,unknown
531034,Arle,17.8558,83.0614,Visakhapatnam,Andhra Pradesh,unknown
531035,Bangarammapalem,17.4184,82.8568,Visakhapatnam,Andhra Pradesh,unknown
531036,Jannavaram,17.7881,82.9162,Visakhapatnam,Andhra Pradesh,unknown
531040,Aduguluputtu,18.3433,82.8957,Visakhapatnam,Andhra Pradesh,unknown
531055,Regupalem,17.5178,82.817,Visakhapatnam,Andhra Pradesh,unknown
531060,S Rayavaram,17.4638,82.7625,Visakhapatnam,Andhra Pradesh,unknown
531061,Gokivada,17.5507,82.9055,Visakhapatnam,Andhra Pradesh,unknown
531075,Gavaravaram,17.8836,82.7653,Visakhapatnam,Andhra Pradesh,unknown
531077,Tadigiri,18.179,82.7086,Visakhapatnam,Andhra Pradesh,unknown
531081,Vempadu,17.3861,82.6634,Visakhapatnam,Andhra Pradesh,unknown
531082,Bhimavaram,17.4626,82.7474,Visakhapatnam,Andhra Pradesh,unknown
531083,Koruprolu,17.4264,82.7618,Visakhapatnam,Andhra Pradesh,unknown
531084,Pedamakavaram,17.7804,82.4771,Visakhapatnam,Andhra Pradesh,unknown
531085,Lingapuram,17.6564,82.5752,Visakhapatnam,Andhra Pradesh,unknown
531087,Koyyuru,17.6606,82.2098,Visakhapatnam,Andhra Pradesh,unknown
531105,Darakonda,17.733,82.715,Visakhapatnam,Andhra Pradesh,unknown
531111,Bennavaram,17.7745,82.373,Visakhapatnam,Andhra Pradesh,unknown
531113,Vajragada,17.5945,82.6281,Visakhapatnam,Andhra Pradesh,unknown
531114,Dondapudi,17.8909,82.6924,Visakhapatnam,Andhra Pradesh,unknown
531115,Sarugudu,17.5292,82.3889,Visakhapatnam,Andhra Pradesh,unknown
531116,Narsipatnam H.O,17.65,82.5397,Visakhapatnam,Andhra Pradesh,unknown
531117,Vemulapudi,17.6087,82.6138,Visakhapatnam,Andhra Pradesh,unknown
531118,Gabbada,17.7114,82.592,Visakhapatnam,Andhra Pradesh,unknown
531126,Namavaram,17.3753,82.5926,Visakhapatnam,Andhra Pradesh,unknown
531127,Satyavaram,17.3246,82.5894,Visakhapatnam,Andhra Pradesh,unknown
531133,Rintada,17.8564,82.2983,Visakhapatnam,Andhra Pradesh,unknown
531149,Gannela,18.3304,82.9902,Visakhapatnam,Andhra Pradesh,unknown
531151,Arma,18.3099,82.8237,Visakhapatnam,Andhra Pradesh,unknown
531162,Polipalli,18.0615,83.2551,Vizianagaram,Andhra Pradesh,unknown
531163,Nerellavalasa,18.0478,83.3663,Visakhapatnam,Andhra Pradesh,unknown
531173,Gorapalle,17.8348,83.1776,Visakhapatnam,Andhra Pradesh,unknown
531219,Kovvada,17.8909,82.6924,Visakhapatnam,Andhra Pradesh,unknown
532001,Srikakulam H.O,18.5786,83.9881,Srikakulam,Andhra Pradesh,unknown
532005,Thotapalem,18.5786,83.9881,Srikakulam,Andhra Pradesh,unknown
532122,Madduvalasa,18.58,83.6238,Srikakulam,Andhra Pradesh,unknown
532123,Mamidivalasa,18.5333,83.7375,Srikakulam,Andhra Pradesh,unknown
532127,Korallavalasa,18.5008,83.6602,Srikakulam,Andhra Pradesh,unknown
532148,Niddam,18.3691,83.7119,Srikakulam,Andhra Pradesh,unknown
532168,Tankaladuggivalasa,18.386,83.7677,Srikakulam,Andhra Pradesh,unknown
532185,Amadalavalasa H.O,18.4049,83.908,Srikakulam,Andhra Pradesh,unknown
532186,Turakapeta,18.4386,83.8455,Srikakulam,Andhra Pradesh,unknown
532190,Shalantri,18.5093,83.9122,Srikakulam,Andhra Pradesh,unknown
532195,Elamanchili,18.5301,83.9921,Srikakulam,Andhra Pradesh,unknown
532201,Tekkali H.O,18.3568,83.7414,Srikakulam,Andhra Pradesh,unknown
532203,Venugopalapuram,18.5786,83.9881,Srikakulam,Andhra Pradesh,unknown
532211,Naupada (Srikakulam),18.5619,84.2989,Srikakulam,Andhra Pradesh,unknown
532212,Buragam,18.5657,83.759,Srikakulam,Andhra Pradesh,unknown
532213,Pathapatnam,18.535,83.7841,Srikakulam,Andhra Pradesh,unknown
532214,Borubhadra,18.535,83.7841,Srikakulam,Andhra Pradesh,unknown
532215,Siriakhandi,18.5809,83.7944,Srikakulam,Andhra Pradesh,unknown
532216,Chapara,18.7704,84.1853,Srikakulam,Andhra Pradesh,unknown
532218,Kondavooru,18.5786,83.9881,Srikakulam,Andhra Pradesh,unknown
532219,Akkupalli,18.7433,83.9049,Srikakulam,Andhra Pradesh,unknown
532220,Venkatapuram,18.2692,83.6771,Srikakulam,Andhra Pradesh,unknown
532221,Goppili,18.8229,84.3539,Srikakulam,Andhra Pradesh,unknown
532222,Dokulapadu,18.7205,84.4593,Srikakulam,Andhra Pradesh,unknown
532242,Mandasa,18.8683,84.463,Srikakulam,Andhra Pradesh,unknown
532243,Rangoi,18.6893,84.0081,Srikakulam,Andhra Pradesh,unknown
532263,Yerramukkam,18.8826,84.582,Srikakulam,Andhra Pradesh,unknown
532264,Baruva R S,18.2572,83.7109,Srikakulam,Andhra Pradesh,unknown
532284,Buragam,18.9442,84.5845,Srikakulam,Andhra Pradesh,unknown
532290,Belagam,18.5786,83.9881,Srikakulam,Andhra Pradesh,unknown
532291,Poleru,18.8071,84.0819,Srikakulam,Andhra Pradesh,unknown
532292,Rushikudda,18.4598,83.7112,Srikakulam,Andhra Pradesh,unknown
532312,Muchindra,18.7179,84.1331,Srikakulam,Andhra Pradesh,unknown
532322,Rajapuram,18.6835,83.6359,Srikakulam,Andhra Pradesh,unknown
532401,Ippili,18.2483,83.9615,Srikakulam,Andhra Pradesh,unknown
532402,Dallavalasa,18.3413,83.8198,Srikakulam,Andhra Pradesh,unknown
532403,Adapaka,18.2668,83.7351,Srikakulam,Andhra Pradesh,unknown
532404,Ampolu,18.3221,83.9846,Srikakulam,Andhra Pradesh,unknown
532405,Bhairi,18.3655,83.9878,Srikakulam,Andhra Pradesh,unknown
532406,Vommaravilli,18.2478,83.7891,Srikakulam,Andhra Pradesh,unknown
532407,Tallavalasa,18.2273,83.7148,Srikakulam,Andhra Pradesh,unknown
532408,Koyyam,18.19,83.8526,Srikakulam,Andhra Pradesh,unknown
532409,Varisam,18.1454,83.6413,Srikakulam,Andhra Pradesh,unknown
532410,Etcherla,18.4879,83.7825,Srikakulam,Andhra Pradesh,unknown
532421,Narasannapeta,18.4143,84.0446,Srikakulam,Andhra Pradesh,unknown
532425,Andhavaram,18.4778,83.9559,Srikakulam,Andhra Pradesh,unknown
532426,Annupuram,18.6022,83.9724,Srikakulam,Andhra Pradesh,unknown
532427,Yalamanchili,18.5152,83.976,Srikakulam,Andhra Pradesh,unknown
532428,Kittalapadu,18.6205,83.9861,Srikakulam,Andhra Pradesh,unknown
532429,Amapalam,18.4767,83.7033,Srikakulam,Andhra Pradesh,unknown
532430,Koduru,18.2774,83.5465,Srikakulam,Andhra Pradesh,unknown
532432,Jalumuru,18.5112,84.0387,Srikakulam,Andhra Pradesh,unknown
532440,Voni,18.6308,83.7653,Srikakulam,Andhra Pradesh,unknown
532443,Pedarama,18.3668,83.4338,Srikakulam,Andhra Pradesh,unknown
532445,Allena,18.5464,83.7833,Srikakulam,Andhra Pradesh,unknown
532455,Sirusuvada,18.7993,83.8964,Srikakulam,Andhra Pradesh,unknown
532456,Loharijola,18.9537,83.783,Srikakulam,Andhra Pradesh,unknown
532457,Kadumu,18.8111,83.9085,Srikakulam,Andhra Pradesh,unknown
532458,Siddhantham,18.4853,83.7275,Srikakulam,Andhra Pradesh,unknown
532459,Gurandi,18.749,83.9305,Srikakulam,Andhra Pradesh,unknown
532460,Samarelli,18.7254,83.7367,Srikakulam,Andhra Pradesh,unknown
532461,Talagam,18.6478,83.5998,Srikakulam,Andhra Pradesh,unknown
532462,Bitiwada,18.5938,83.6619,Srikakulam,Andhra Pradesh,unknown
532474,Tilaru,18.4787,84.0775,Srikakulam,Andhra Pradesh,unknown
532484,Thotada,18.3618,83.8691,Srikakulam,Andhra Pradesh,unknown
533001,Suryaraopeta,17.1885,82.0118,East Godavari,Andhra Pradesh,unknown
533002,Jagannaickpur,17.1885,82.0118,East Godavari,Andhra Pradesh,unknown
533003,Bhaskarnagar,17.1885,82.0118,East Godavari,Andhra Pradesh,unknown
533004,Gandhinagar(KKD),17.1885,82.0118,East Godavari,Andhra Pradesh,unknown
533005,Apiic,17.2126,82.2234,East Godavari,Andhra Pradesh,unknown
533006,Repuru,17.1885,82.0118,East Godavari,Andhra Pradesh,unknown
533016,Kovvuru,17.1885,82.0118,East Godavari,Andhra Pradesh,unknown
533101,Syamalamba Temple,17.4131,82.239,East Godavari,Andhra Pradesh,unknown
533102,Kolamuru,17.1885,82.0118,East Godavari,Andhra Pradesh,unknown
533103,Syamalanagar,17.4131,82.239,East Godavari,Andhra Pradesh,unknown
533104,Aryapuram,17.4131,82.239,East Godavari,Andhra Pradesh,unknown
533105,Weavers Colony,17.4501,82.0572,East Godavari,Andhra Pradesh,unknown
533106,APHB Colony,17.4131,82.239,East Godavari,Andhra Pradesh,unknown
533107,Pidimgoyya,17.0067,81.8297,East Godavari,Andhra Pradesh,unknown
533124,Bommuru,16.9315,81.807,East Godavari,Andhra Pradesh,unknown
533125,Dowlaiswaram,16.9471,81.7816,East Godavari,Andhra Pradesh,unknown
533126,Kadiyam,16.9167,81.8333,East Godavari,Andhra Pradesh,unknown
533201,Moberlypeta,17.0523,81.7637,East Godavari,Andhra Pradesh,unknown
533210,Mogallamori,17.1885,82.0118,East Godavari,Andhra Pradesh,unknown
533211,Tottaramudi,17.1885,82.0118,East Godavari,Andhra Pradesh,unknown
533212,Katrenikona,16.5826,82.1528,East Godavari,Andhra Pradesh,unknown
533213,Kunavaram,17.0524,82.0372,East Godavari,Andhra Pradesh,unknown
533214,Machavaram,17.1885,82.0118,East Godavari,Andhra Pradesh,unknown
533215,Bodasakurru,17.1885,82.0118,East Godavari,Andhra Pradesh,unknown
533216,Kothalanka,17.1885,82.0118,East Godavari,Andhra Pradesh,unknown
533217,Godi,17.1885,82.0118,East Godavari,Andhra Pradesh,unknown
533218,Kodurupadu,17.1885,82.0118,East Godavari,Andhra Pradesh,unknown
533220,Kesanakurrupalem,16.6589,82.1875,East Godavari,Andhra Pradesh,unknown
533221,Tondavaram,16.9362,82.2643,East Godavari,Andhra Pradesh,unknown
533222,Bheemanapalli,16.5533,82.0975,East Godavari,Andhra Pradesh,unknown
533223,Vadapalem,17.1885,82.0118,East Godavari,Andhra Pradesh,unknown
533228,Pasupalli,16.9362,82.2643,East Godavari,Andhra Pradesh,unknown
533229,Narendrapuram,17.096,81.8809,East Godavari,Andhra Pradesh,unknown
533232,Gummileru,17.293,82.2794,East Godavari,Andhra Pradesh,unknown
533233,Jonnada,16.7964,81.8624,East Godavari,Andhra Pradesh,unknown
533234,Choppella,17.1767,81.6925,East Godavari,Andhra Pradesh,unknown
533235,Kattunga,17.1885,82.0118,East Godavari,Andhra Pradesh,unknown
533236,Ankampalem,17.1885,82.0118,East Godavari,Andhra Pradesh,unknown
533237,Vubalanka,16.9649,81.7293,East Godavari,Andhra Pradesh,unknown
533238,Ravulapalem,16.7623,81.8421,East Godavari,Andhra Pradesh,unknown
533239,Mosalapalli,16.9649,81.7293,East Godavari,Andhra Pradesh,unknown
533240,Yenugupalli,17.1885,82.0118,East Godavari,Andhra Pradesh,unknown
533241,Nallacheruvu,17.1885,82.0118,East Godavari,Andhra Pradesh,unknown
533242,Razole H.O,17.1885,82.0118,East Godavari,Andhra Pradesh,unknown
533244,Sivakodu,17.1885,82.0118,East Godavari,Andhra Pradesh,unknown
533247,Idarada,17.1885,82.0118,East Godavari,Andhra Pradesh,unknown
533248,Kadali,17.1885,82.0118,East Godavari,Andhra Pradesh,unknown
533249,Pedapatnam,17.1734,81.9669,East Godavari,Andhra Pradesh,unknown
533250,Sankaraguptam,17.1885,82.0118,East Godavari,Andhra Pradesh,unknown
533251,Sakhinetipallipalem,17.1885,82.0118,East Godavari,Andhra Pradesh,unknown
533252,Antarvedipalem,16.4167,81.7833,East Godavari,Andhra Pradesh,unknown
533253,Malikipuram,16.4013,81.8052,East Godavari,Andhra Pradesh,unknown
533254,Kathimanda,17.3437,82.0769,East Godavari,Andhra Pradesh,unknown
533255,Ramachandrapuram H.O,17.1885,82.0118,East Godavari,Andhra Pradesh,unknown
